Name,Record,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Junior Assuncao,16-6-0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",3.31,62%,2.06,44%,2.43,24%,66%,0.7
Raphael Assuncao,28-10-0,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",3.22,42%,2.50,66%,1.65,39%,78%,0.2
Bazigit Atajev,17-1-0,"6' 1""",230 lbs.,--,Orthodox,--,0.87,41%,3.14,49%,1.00,33%,0%,0.0
Rich Attonito,10-5-0,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977",2.28,47%,2.13,59%,0.74,37%,75%,0.0
Olivier Aubin-Mercier,11-5-0,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",2.48,51%,2.97,55%,2.36,33%,70%,0.5
Pat Audinwood,11-2-1,"6' 0""",155 lbs.,--,Orthodox,"Apr 16, 1986",1.17,12%,4.31,41%,0.80,50%,0%,0.0
Jose Augusto,6-2-0 (1 NC),"6' 3""",251 lbs.,--,,"Mar 28, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marcus Aurelio,22-10-0,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",1.42,33%,2.27,59%,1.69,27%,27%,1.3
David Avellan,2-1-0,"5' 9""",185 lbs.,--,Orthodox,--,3.33,25%,10.00,57%,0.00,0%,0%,0.0
Blas Avena,8-7-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Jun 30, 1983",2.34,47%,3.36,43%,2.37,80%,50%,1.8
Levi Avera,18-15-0,"6' 1""",170 lbs.,--,,"May 17, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony Avila,13-5-0,"5' 7""",145 lbs.,--,,"Dec 29, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Avila,5-4-0,"5' 10""",145 lbs.,--,Orthodox,"Jan 16, 1993",2.37,30%,4.17,48%,0.00,0%,46%,0.0
Julia Avila,9-2-0,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",3.18,44%,2.86,55%,0.67,33%,61%,0.3
Saad Awad,20-9-0,"5' 11""",155 lbs.,--,,"Jun 07, 1983",2.13,26%,1.87,60%,0.50,16%,100%,0.5
Javy Ayala,10-5-0,"6' 1""",265 lbs.,--,,"Aug 20, 1988",0.83,25%,5.00,33%,0.00,0%,0%,0.0
Jessin Ayari,16-6-0,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",3.53,37%,3.59,58%,0.00,0%,50%,0.3
Abu Azaitar,14-3-1,"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",5.21,44%,5.35,50%,0.50,25%,40%,0.0
Ottman Azaitar,13-1-0,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",6.97,54%,2.63,63%,0.00,0%,100%,0.0
Luiz Azeredo,15-10-0,"5' 9""",154 lbs.,--,Orthodox,"Jun 10, 1976",2.16,39%,2.76,57%,1.07,50%,45%,0.3
Luciano Azevedo,17-9-1,"6' 3""",161 lbs.,--,Orthodox,"Jun 25, 1981",0.76,45%,1.97,27%,2.28,11%,0%,0.0
Hunter Azure,9-2-0,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992",3.92,53%,2.08,58%,1.97,34%,67%,1.3
Niklas Backstrom,11-3-0 (1 NC),"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",1.12,41%,3.65,40%,2.92,80%,72%,2.2
Seth Baczynski,20-14-0,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",3.08,31%,3.14,51%,0.89,16%,48%,0.8
Abdul Azeem Badakhshi,13-3-0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan Bader,23-5-0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2.82,43%,1.39,71%,3.37,44%,80%,0.4
Izabela Badurek,6-3-0,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,71%,4.90,32%,1.75,12%,100%,0.0
Miguel Baeza,10-3-0,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.88,49%,5.10,53%,0.44,28%,100%,1.8
Ali Bagautinov,15-6-0,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,42%,3.09,52%,2.51,36%,65%,0.3
Mehdi Baghdad,11-5-0,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985",3.13,30%,4.56,46%,0.00,0%,33%,0.0
Melsik Baghdasaryan,7-2-0,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",5.63,61%,3.28,55%,0.00,0%,76%,0.0
Siyar Bahadurzada,24-8-1,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",2.91,40%,3.23,49%,1.32,61%,62%,0.3
Ignacio Bahamondes,14-4-0,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",7.93,48%,4.51,58%,0.00,0%,95%,0.5
Bahatebole Batebolati,7-1-1,"5' 11""",155 lbs.,"71""",Southpaw,"Sep 12, 1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Shamar Bailey,16-11-0,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",1.56,20%,3.91,69%,1.50,33%,37%,0.0
Jordan Bailey,6-3-0,"5' 9""",145 lbs.,--,,--,1.74,40%,0.29,0%,4.35,100%,0%,4.3
Scott Baker,1-1-0,"6' 0""",210 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bryan Baker,18-5-0,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985",1.78,52%,2.83,45%,0.44,50%,37%,0.9
Jin Bala,23-3-0,"5' 9""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
 Balajin,23-4-0,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 31, 1992",1.40,33%,2.73,50%,2.00,20%,66%,0.0
Oluwale Bamgbose,6-4-0,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,48%,2.70,55%,0.94,33%,37%,0.0
Stephen Banaszak,5-5-0,"6' 0""",145 lbs.,--,,"Dec 07, 1990",4.20,47%,1.15,66%,0.00,0%,100%,1.9
Marcin Bandel,15-7-0,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",0.79,50%,5.26,23%,0.00,0%,0%,0.0
Humberto Bandenay,14-7-0 (1 NC),"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",2.22,41%,4.79,41%,2.90,46%,62%,0.5
Tae Hyun Bang,18-10-0,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",2.72,38%,2.07,66%,0.49,33%,57%,0.5
Yohan Banks,2-1-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Antonio Banuelos,20-11-1,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",2.69,33%,3.15,58%,1.62,62%,86%,0.4
Renan Barao,34-9-0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.90,57%,1.49,41%,91%,0.5
Junior Barata,9-3-1,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",4.03,33%,8.46,34%,0.00,0%,0%,0.0
Maycee Barber,12-2-0,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",4.27,51%,2.63,54%,1.23,37%,47%,0.1
Bryan Barberena,18-10-0,"6' 0""",170 lbs.,"72""",Southpaw,"May 03, 1989",5.81,48%,4.83,44%,0.15,25%,54%,0.3
Edson Barboza,23-11-0,"5' 11""",145 lbs.,"75""",Orthodox,"Jan 21, 1986",4.00,44%,4.12,58%,0.38,44%,75%,0.1
Raoni Barcelos,17-4-0,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",5.69,52%,5.06,61%,1.63,41%,93%,0.4
Daniel Barez,12-5-0,"5' 6""",125 lbs.,"66""",Orthodox,"Dec 10, 1988",3.47,50%,5.13,53%,5.00,31%,100%,2.0
Luke Barnatt,13-4-0,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,36%,3.87,59%,0.63,42%,63%,0.4
James Barnes,14-5-0,"5' 8""",135 lbs.,"71""",Orthodox,"May 28, 1982",0.57,34%,3.02,39%,1.08,16%,40%,0.0
Nick Barnes,11-2-0,"5' 11""",170 lbs.,--,,--,2.86,29%,8.93,51%,5.36,100%,100%,5.4
Shonte Barnes,6-2-1,"5' 11""",185 lbs.,"76""",Southpaw,"Feb 09, 1987",2.32,38%,1.55,67%,0.00,0%,60%,0.0
Josh Barnett,35-8-0,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.20,50%,2.11,57%,1.26,55%,55%,1.4
Chris Barnett,23-8-0,"5' 9""",265 lbs.,"75""",Orthodox,"Jun 14, 1986",4.41,48%,5.87,40%,0.00,0%,33%,0.0
Chris Barnhizer,2-3-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
David Baron,17-4-1,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",1.17,30%,2.10,56%,0.00,0%,14%,0.7
Phil Baroni,15-18-0,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5
Dan Barrera,3-1-0,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",0.80,70%,1.20,28%,1.00,8%,0%,0.0
Carlos Barreto,14-9-0,"6' 4""",230 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jose Barreto,0-1-0,--,185 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Peter Barrett,11-5-0,"5' 10""",145 lbs.,"73""",Southpaw,"Aug 10, 1986",4.18,61%,4.32,42%,1.39,22%,66%,0.0
Marc-Andre Barriault,15-6-0 (1 NC),"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",5.90,47%,5.18,54%,0.28,25%,62%,0.1
David Barrios,4-8-0,"5' 6""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alexandre Barros,22-11-0,"5' 9""",170 lbs.,--,Southpaw,"Nov 19, 1976",0.98,40%,4.05,36%,1.84,50%,100%,0.0
Ricardo Barros,2-2-0,"6' 1""",205 lbs.,--,,"Mar 22, 1976",0.00,0%,8.22,31%,0.00,0%,100%,0.0
Francimar Barroso,19-7-0 (1 NC),"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",2.77,52%,3.07,59%,2.22,24%,83%,0.0
Pat Barry,8-7-0,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",2.72,52%,3.54,59%,0.00,0%,76%,0.2
Dean Barry,4-2-0,"5' 10""",170 lbs.,"72""",Orthodox,"Jul 03, 1992",9.31,40%,4.66,51%,0.00,0%,100%,0.0
Enrique Barzola,17-5-2,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",3.91,41%,2.97,68%,4.20,45%,66%,0.3
Javid Basharat,14-0-0,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 07, 1995",5.64,60%,2.30,66%,2.03,57%,85%,0.2
Farid Basharat,10-0-0,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997",5.80,63%,2.43,60%,3.00,60%,83%,0.0
Stephen Bass,11-2-0,"5' 9""",145 lbs.,--,Orthodox,"Nov 14, 1982",4.87,52%,5.87,55%,0.00,0%,0%,0.0
Sean Bassett,0-4-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan Bastianelli,6-7-0 (1 NC),"5' 5""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Shayna Baszler,15-11-0,"5' 7""",135 lbs.,--,Orthodox,"Aug 08, 1980",2.49,30%,6.36,51%,0.67,18%,44%,1.3
Michel Batista,4-1-0 (1 NC),"6' 3""",260 lbs.,--,Orthodox,"Apr 20, 1984",0.00,0%,4.03,40%,6.72,50%,0%,0.0
Bryan Battle,10-2-0,"6' 1""",170 lbs.,"77""",Orthodox,"Sep 21, 1994",4.47,54%,4.00,40%,0.79,20%,38%,0.4
Alan Baudot,8-4-0 (1 NC),"6' 3""",243 lbs.,"79""",Orthodox,"Feb 01, 1988",5.36,58%,4.82,46%,0.00,0%,62%,0.0
Mario Bautista,12-2-0,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",5.33,50%,3.73,54%,2.91,68%,62%,1.3
Chris Beal,10-5-0,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",3.45,35%,3.18,61%,1.60,58%,78%,0.2
Donovan Beard,7-2-0,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 05, 1989",0.00,0%,5.77,28%,0.00,0%,0%,0.0
Rudy Bears,16-15-0,"5' 11""",170 lbs.,--,Southpaw,--,1.27,29%,2.53,50%,0.00,0%,0%,0.0
Salvador Becerra,5-2-0,"5' 9""",155 lbs.,--,,--,4.57,31%,3.83,58%,0.00,0%,66%,0.0
Ariel Beck,4-5-0,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 16, 1990",4.44,34%,4.31,64%,0.00,0%,0%,0.0
Jeff Bedard,13-3-0,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970",0.80,51%,0.00,100%,3.43,66%,100%,2.6
Eric Bedard,6-7-0,"6' 2""",239 lbs.,--,,"Sep 11, 1984",6.37,35%,8.54,52%,0.00,0%,0%,0.0
Johnny Bedford,21-13-1 (1 NC),"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,50%,1.75,63%,1.83,62%,62%,0.0
Rolando Bedoya,14-2-0,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 13, 1997",9.93,71%,8.67,54%,0.00,0%,0%,0.0
Chase Beebe,24-13-1,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",2.17,38%,1.64,69%,2.49,42%,41%,0.9
Lyle Beerbohm,24-3-0,"5' 10""",155 lbs.,--,Southpaw,"Feb 05, 1979",1.98,55%,1.61,54%,2.10,23%,64%,0.3
Allan Begosso,7-2-1,"5' 5""",135 lbs.,"66""",Orthodox,"Nov 23, 1995",1.80,40%,7.73,34%,0.00,0%,25%,2.0
Mirsad Bektic,13-4-0,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.43,41%,1.80,57%,3.98,52%,92%,0.4
Diana Belbita,14-7-0,"5' 7""",115 lbs.,"68""",Orthodox,"Jun 26, 1996",6.43,42%,6.18,50%,0.63,50%,68%,0.0
Alan Belcher,18-8-0,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",2.70,41%,3.10,59%,0.44,26%,55%,0.9
Vitor Belfort,26-14-0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6
Rodolfo Bellato,8-2-0,"6' 3""",205 lbs.,"75""",Orthodox,"Feb 05, 1996",2.09,42%,4.88,50%,1.74,33%,0%,1.7
Danilo Belluardo,12-5-0,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",1.52,61%,4.79,41%,3.50,100%,50%,0.0
Joey Beltran,17-14-0 (1 NC),"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,36%,5.27,54%,0.48,18%,75%,0.0
Marco Beltran,8-6-0,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",2.07,37%,1.93,63%,0.70,50%,46%,0.2
Joseph Benavidez,28-8-0,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.52,34%,2.67,61%,1.41,30%,62%,0.6
Mike Bencic,1-2-0,"6' 0""",215 lbs.,--,Orthodox,--,0.00,0%,3.32,53%,0.00,0%,0%,0.0
Dave Beneteau,6-5-1,"6' 2""",250 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Karla Benitez,14-11-1 (1 NC),"5' 3""",113 lbs.,--,,--,0.00,0%,2.40,57%,0.00,0%,100%,0.0
Gabriel Benitez,23-11-0,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",4.79,41%,4.05,65%,0.27,50%,58%,1.1
Charles Bennett,30-33-2,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979",1.39,39%,1.35,64%,2.02,100%,36%,2.0
Josh Bennett,11-14-0,"6' 4""",259 lbs.,--,Orthodox,--,2.90,40%,5.80,43%,1.50,100%,100%,0.0
DeAnna Bennett,8-3-1,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",3.13,58%,3.27,58%,0.00,0%,0%,1.0
Lance Benoist,7-2-0,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",3.68,51%,2.70,56%,1.50,33%,61%,0.0
Joe Benoit,11-4-0,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982",0.00,0%,0.00,100%,0.00,0%,0%,0.0
Ryan Benoit,10-8-0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",2.88,39%,3.65,58%,0.28,22%,72%,0.4
Pat Benson,3-5-3,"5' 9""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Len Bentley,10-6-0,"5' 9""",155 lbs.,--,,"Nov 30, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Steve Berger,21-23-2 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973",1.00,27%,3.26,36%,0.84,40%,16%,1.7
Kenneth Bergh,8-0-0 (1 NC),"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",4.56,75%,1.27,28%,0.00,0%,0%,0.0
Bret Bergmark,6-1-1,"5' 9""",170 lbs.,--,,"Nov 24, 1973",2.78,52%,2.78,37%,4.17,100%,50%,4.2
Keith Berish,5-1-0 (1 NC),"6' 0""",205 lbs.,--,Orthodox,"Nov 14, 1985",3.58,36%,4.81,62%,1.76,40%,0%,0.0
Dennis Bermudez,17-9-0,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",4.42,46%,3.07,59%,3.89,40%,82%,1.1
Manny Bermudez,14-2-0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",2.92,61%,2.68,46%,3.06,54%,0%,3.1
Talita Bernardo,6-4-0,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",3.12,42%,4.04,55%,1.62,22%,28%,0.5
Dave Berry,0-1-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Keith Berry,15-14-1 (1 NC),"6' 1""",185 lbs.,--,,"Oct 25, 1987",0.27,12%,6.27,28%,0.00,0%,0%,0.0
Dieusel Berto,0-3-0,"5' 9""",200 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Edson Berto,17-12-1,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983",1.76,36%,4.62,47%,5.47,40%,0%,2.7
Allen Berube,4-3-0,"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974",0.92,80%,0.92,33%,6.87,100%,0%,3.4
Anton Berzin,5-1-0,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989",4.40,46%,6.80,67%,2.00,28%,0%,1.0
Scott Bessac,4-6-0,"6' 4""",245 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Matt Bessette,22-9-0 (1 NC),"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",4.36,41%,4.45,58%,0.64,28%,61%,0.3
Khadzhi Bestaev,10-4-0,"6' 6""",185 lbs.,"76""",,"Jul 16, 1988",6.15,29%,10.00,43%,0.00,0%,0%,0.0
Fernando Bettega,7-5-0,--,170 lbs.,--,,"Mar 10, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Arjan Bhullar,9-1-0,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2.33,56%,3.25,59%,1.73,75%,100%,0.0
KB Bhullar,8-2-0,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",4.31,49%,5.39,45%,0.00,0%,0%,0.0
Bibulatov Magomed,14-2-0,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",3.60,51%,1.83,52%,2.85,40%,75%,0.0
David Bielkheden,24-12-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",1.11,57%,1.64,54%,2.65,63%,14%,0.0
Blake Bilder,8-0-1,"5' 8""",145 lbs.,"68""",Switch,"Jul 12, 1990",6.58,57%,5.05,58%,0.82,14%,100%,1.6
Jonas Bilharinho,9-1-1,"5' 11""",145 lbs.,"75""",Switch,"May 22, 1990",3.71,60%,3.36,57%,0.00,0%,100%,0.0
Jeremiah Billington,11-2-0,"5' 9""",205 lbs.,--,Orthodox,"Nov 14, 1977",1.60,62%,7.06,35%,0.00,0%,50%,0.0
Scott Bills,7-9-1,"5' 10""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony Birchak,16-8-0,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",3.93,36%,3.67,56%,0.48,14%,61%,0.5
Chris Birchler,7-4-0,"6' 3""",205 lbs.,--,Switch,"Jun 05, 1987",9.35,46%,14.83,35%,0.00,0%,0%,0.0
Michael Bisping,30-9-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3
Amaury Bitetti,5-2-0,"5' 9""",185 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Caio Bittencourt,14-7-0,"6' 0""",185 lbs.,"75""",Orthodox,"May 22, 1991",0.29,16%,0.57,33%,0.00,0%,0%,0.0
Simon Biyong,7-1-0,--,205 lbs.,--,,"Apr 05, 1991",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jan Blachowicz,29-9-1,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.41,49%,2.81,54%,0.97,53%,68%,0.2
Jason Black,23-4-1,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",1.06,47%,2.60,45%,0.48,33%,28%,6.2
Brad Blackburn,18-13-1 (1 NC),"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977",4.55,35%,3.59,65%,0.93,50%,76%,0.7
Jason Blackford,3-3-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tom Blackledge,10-7-0,--,205 lbs.,--,Orthodox,--,2.91,61%,2.55,46%,0.00,0%,75%,0.0
Sherrard Blackledge,5-1-0,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993",3.70,49%,3.13,55%,4.00,33%,42%,0.0
Da'Mon Blackshear,12-5-1,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994",2.43,39%,4.03,50%,1.00,18%,42%,1.0
Erin Blanchfield,11-1-0,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",6.06,54%,3.22,61%,3.76,63%,77%,1.6
Maximo Blanco,12-8-1 (1 NC),"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",4.11,44%,3.19,66%,1.85,36%,63%,0.3
David Blanco,2-0-0,"5' 7""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Curtis Blaydes,17-4-0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.56,49%,1.89,59%,5.93,53%,33%,0.0
Tereza Bleda,6-1-0,"5' 9""",125 lbs.,"71""",Orthodox,"Nov 30, 2001",2.57,50%,2.04,44%,1.13,25%,83%,1.1
Arlene Blencowe,9-6-0,"5' 5""",145 lbs.,--,,"Apr 11, 1983",2.31,43%,2.10,43%,0.00,0%,55%,0.6
Byron Bloodworth,6-3-0,"5' 8""",135 lbs.,--,Orthodox,"Aug 16, 1983",1.82,28%,5.18,50%,0.00,0%,0%,0.0
Dashawn Boatwright,3-1-0,"6' 0""",205 lbs.,--,Orthodox,"Feb 29, 1988",0.00,0%,52.50,12%,0.00,0%,0%,0.0
Dan Bobish,17-9-0,"6' 2""",345 lbs.,--,Southpaw,"Jan 26, 1970",2.06,44%,1.74,34%,2.44,42%,0%,1.6
Mark Bocek,12-5-0,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2.34,43%,2.32,60%,3.65,36%,31%,1.3
Kyle Bochniak,8-5-0,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",2.63,31%,5.11,58%,1.14,15%,62%,0.0
James Bochnovic,8-3-0,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",0.65,26%,3.64,21%,0.00,0%,0%,0.0
Jeremy Boczulak,0-2-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tim Boetsch,21-13-0,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",2.93,50%,2.90,57%,1.45,34%,59%,0.8
Galore Bofando,5-3-0,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982",3.63,45%,3.63,54%,2.37,100%,50%,0.0
Jay Bogan,6-6-0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Roman Bogatov,10-1-0,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990",3.33,42%,4.40,44%,1.00,9%,50%,0.0
Derek Bohi,8-5-0,"6' 4""",260 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jerry Bohlander,11-4-0,"5' 11""",199 lbs.,--,Orthodox,"Feb 12, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mandy Bohm,8-2-0 (1 NC),"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",2.51,45%,3.24,60%,0.72,18%,75%,0.7
Kotetsu Boku,25-11-2,"5' 9""",154 lbs.,--,Orthodox,"May 27, 1977",2.47,42%,2.80,53%,0.00,0%,0%,0.0
Gaston Bolanos,7-3-0,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 14, 1992",4.20,49%,1.13,56%,0.00,0%,40%,0.0
Kyle Bolt,8-4-0,"6' 2""",185 lbs.,--,,--,7.27,52%,7.27,45%,0.00,0%,0%,0.0
Denys Bondar,16-4-0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 27, 1992",2.93,80%,2.20,72%,10.98,100%,0%,0.0
Luc Bondole,5-2-2,"6' 2""",205 lbs.,--,,--,3.35,51%,2.04,62%,0.00,0%,0%,1.8
Tony Bonello,16-3-1 (1 NC),"6' 2""",185 lbs.,--,,--,0.62,33%,12.62,10%,0.00,0%,0%,0.0
Gabriel Bonfim,14-0-0,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997",6.95,38%,5.76,65%,2.98,100%,100%,6.0
Ismael Bonfim,19-3-0,"5' 8""",155 lbs.,"71""",Orthodox,"Dec 28, 1995",5.34,57%,2.65,78%,1.35,28%,100%,0.0
Jesse Bongfeldt,16-5-1,"6' 0""",185 lbs.,--,Orthodox,"Aug 28, 1980",2.91,62%,1.01,50%,1.51,33%,33%,0.0
Marcos Bonilla,4-4-0,"5' 10""",145 lbs.,--,,--,0.47,12%,0.47,94%,0.00,0%,0%,0.0
Stephan Bonnar,15-9-0,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977",2.76,38%,3.01,52%,1.32,40%,60%,1.0
