Name,Wins,Losses,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,URL
Felipe Arantes,18,10,68.0,135.0,73.0,Orthodox,1988-02-09,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,http://ufcstats.com/fighter-details/71002dbc1743b9a7
Igor Araujo,25,9,73.0,170.0,77.0,Orthodox,1980-12-06,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d
Viviane Araujo,11,5,64.0,125.0,68.0,Orthodox,1986-11-21,4.63,0.47,5.45,0.55,1.81,0.48,0.82,0.6,http://ufcstats.com/fighter-details/36541f1e6c5d4955
Julio Arce,18,6,67.0,135.0,70.0,Southpaw,1989-10-27,4.38,0.36,3.1,0.68,0.49,0.3,0.95,0.4,http://ufcstats.com/fighter-details/1291edf2d566a71a
Art Arciniega,15,7,68.0,145.0,,,1981-10-15,1.53,0.46,2.73,0.51,0.0,0.0,0.5,1.0,http://ufcstats.com/fighter-details/d25e39e74efb0a77
Tristan Arenal,7,4,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9c9455912d917e4e
Dan Argueta,9,1,67.0,145.0,68.0,Southpaw,1993-08-13,2.47,0.51,1.53,0.52,2.5,0.55,0.5,1.0,http://ufcstats.com/fighter-details/e4ba58725825412d
Hashem Arkhagha,6,1,74.0,185.0,75.0,Orthodox,1989-09-11,1.84,0.44,8.97,0.43,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/9a7ffa80766caa51
Andrei Arlovski,34,21,75.0,240.0,77.0,Orthodox,1979-02-04,3.79,0.45,3.2,0.57,0.4,0.36,0.76,0.2,http://ufcstats.com/fighter-details/3738e68d2261e60f
Garrett Armfield,8,3,66.0,135.0,70.0,Orthodox,1996-10-09,2.56,0.29,3.53,0.59,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/1effd880e1f1bb30
Joey Armstrong,5,2,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/30ad2050273d016a
Austin Arnett,16,6,72.0,145.0,72.0,Orthodox,1991-10-22,4.52,0.41,6.38,0.62,0.44,0.18,0.57,0.2,http://ufcstats.com/fighter-details/bf0e700106d00e55
Ricardo Arona,14,5,71.0,205.0,,Orthodox,1978-07-17,1.66,0.48,1.15,0.57,2.41,0.48,0.58,1.2,http://ufcstats.com/fighter-details/05fbfe628658c538
Chalid Arrab,7,3,71.0,205.0,,Orthodox,1975-05-28,1.56,0.34,1.63,0.56,3.05,0.75,0.37,1.0,http://ufcstats.com/fighter-details/770b9d4813c25902
Akbarh Arreola,23,11,70.0,155.0,71.0,Southpaw,1983-01-14,2.32,0.45,4.01,0.56,1.07,1.0,0.33,0.4,http://ufcstats.com/fighter-details/c136b2a8852da5bd
Matt Arroyo,3,3,70.0,170.0,72.0,Orthodox,1982-09-01,1.62,0.47,2.01,0.58,2.12,0.36,1.0,5.3,http://ufcstats.com/fighter-details/de62052b2ede65ba
Antonio Arroyo,9,5,75.0,185.0,73.0,Orthodox,1989-07-01,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
Gilles Arsene,1,1,69.0,190.0,,Southpaw,,0.06,0.1,2.45,0.32,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2dea80c069847321
Veta Arteaga,3,1,67.0,125.0,,,,3.2,0.36,1.92,0.65,0.0,0.0,0.4,0.0,http://ufcstats.com/fighter-details/91e3388e69060e69
Cesar Arzamendia,8,3,71.0,155.0,,Orthodox,1991-01-31,5.37,0.45,5.2,0.56,7.32,0.75,0.0,2.4,http://ufcstats.com/fighter-details/49f78022126bf4a4
Teddy Ash,14,5,73.0,185.0,73.0,Switch,1989-12-27,7.27,0.61,6.8,0.28,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/a373085066dbfb54
Arman Ashimov,11,3,66.0,125.0,,,1992-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d26a0988c9dc9886
Yanal Ashmoz,6,0,69.0,155.0,,Orthodox,1995-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c739c2995a275314
Asjabharan,7,6,66.0,135.0,,,1992-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8be9deb7d6b36354
Askar Askar,11,1,67.0,145.0,69.0,Orthodox,1994-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2abc414136504554
Askar Askarov,14,1,66.0,125.0,67.0,Orthodox,1992-10-09,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4,http://ufcstats.com/fighter-details/b1d19449397541dc
Cyril Asker,9,4,72.0,247.0,74.0,Orthodox,1985-12-24,3.35,0.39,5.82,0.35,4.41,0.62,1.0,0.9,http://ufcstats.com/fighter-details/9be6020024133293
Khusein Askhabov,23,1,68.0,135.0,69.0,Orthodox,1995-02-13,2.0,0.26,4.13,0.56,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/5c10da56d712ac9c
Scott Askham,14,4,75.0,185.0,75.0,Southpaw,1988-05-20,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,http://ufcstats.com/fighter-details/06827d70c53ff0d9
Ben Askren,19,2,71.0,170.0,73.0,Orthodox,1984-07-18,3.64,0.49,5.66,0.36,4.33,0.55,0.0,0.9,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
Ibo Aslan,8,0,75.0,205.0,,,1996-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
Tom Aspinall,12,3,77.0,256.0,78.0,Orthodox,1993-04-11,7.41,0.65,2.87,0.64,4.0,1.0,1.0,2.0,http://ufcstats.com/fighter-details/399afbabc02376b5
Bruno Assis,8,4,74.0,185.0,,Orthodox,1992-05-23,1.27,0.43,3.2,0.36,2.0,0.5,0.66,1.0,http://ufcstats.com/fighter-details/ff222167cce02919
Junior Assuncao,16,6,69.0,145.0,72.0,Orthodox,1981-06-24,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,http://ufcstats.com/fighter-details/d0d7160824278840
Raphael Assuncao,28,10,65.0,135.0,66.0,Orthodox,1982-07-19,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Bazigit Atajev,17,1,73.0,230.0,,Orthodox,,0.87,0.41,3.14,0.49,1.0,0.33,0.0,0.0,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
Rich Attonito,10,5,70.0,170.0,72.0,Orthodox,1977-06-16,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0,http://ufcstats.com/fighter-details/210935fd21670f6d
Olivier Aubin-Mercier,11,5,69.0,155.0,70.0,Southpaw,1989-02-23,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,http://ufcstats.com/fighter-details/55ee431411ccf07a
Pat Audinwood,11,2,72.0,155.0,,Orthodox,1986-04-16,1.17,0.12,4.31,0.41,0.8,0.5,0.0,0.0,http://ufcstats.com/fighter-details/196ed28337adc630
Jose Augusto,6,2,75.0,251.0,,,1992-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4d3b08ab127c7585
Marcus Aurelio,22,10,70.0,155.0,74.0,Orthodox,1973-08-18,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,http://ufcstats.com/fighter-details/04643fd03d9159cc
David Avellan,2,1,69.0,185.0,,Orthodox,,3.33,0.25,10.0,0.57,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/956dcac65e7b34d6
Blas Avena,8,7,72.0,170.0,74.0,Orthodox,1983-06-30,2.34,0.47,3.36,0.43,2.37,0.8,0.5,1.8,http://ufcstats.com/fighter-details/8753e125f4499816
Levi Avera,18,15,73.0,170.0,,,1982-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
Anthony Avila,13,5,67.0,145.0,,,1988-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/033d19259f589457
Chris Avila,5,4,70.0,145.0,,Orthodox,1993-01-16,2.37,0.3,4.17,0.48,0.0,0.0,0.46,0.0,http://ufcstats.com/fighter-details/4665cbf36b08193b
Julia Avila,9,2,67.0,135.0,68.0,Orthodox,1988-05-11,3.18,0.44,2.86,0.55,0.67,0.33,0.61,0.3,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Saad Awad,20,9,71.0,155.0,,,1983-06-07,2.13,0.26,1.87,0.6,0.5,0.16,1.0,0.5,http://ufcstats.com/fighter-details/da603332ad41f165
Javy Ayala,10,5,73.0,265.0,,,1988-08-20,0.83,0.25,5.0,0.33,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/26387c19f32dda0f
Jessin Ayari,16,6,72.0,155.0,73.0,Orthodox,1992-05-31,3.53,0.37,3.59,0.58,0.0,0.0,0.5,0.3,http://ufcstats.com/fighter-details/6eaec40f724852f4
Abu Azaitar,14,3,69.0,185.0,76.0,Orthodox,1986-03-10,5.21,0.44,5.35,0.5,0.5,0.25,0.4,0.0,http://ufcstats.com/fighter-details/46d0a888d87d91ac
Ottman Azaitar,13,1,68.0,155.0,71.0,Switch,1990-02-20,6.97,0.54,2.63,0.63,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/ee18ff42063174df
Luiz Azeredo,15,10,69.0,154.0,,Orthodox,1976-06-10,2.16,0.39,2.76,0.57,1.07,0.5,0.45,0.3,http://ufcstats.com/fighter-details/063649e21bc9d6d5
Luciano Azevedo,17,9,75.0,161.0,,Orthodox,1981-06-25,0.76,0.45,1.97,0.27,2.28,0.11,0.0,0.0,http://ufcstats.com/fighter-details/9bcfb40dbcd50568
Hunter Azure,9,2,68.0,145.0,69.0,Orthodox,1992-03-02,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
Niklas Backstrom,11,3,73.0,145.0,,Orthodox,1989-08-22,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2,http://ufcstats.com/fighter-details/39cc64bf0a269db9
Seth Baczynski,20,14,75.0,170.0,75.0,Orthodox,1981-10-26,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Ryan Bader,23,5,74.0,205.0,74.0,Orthodox,1983-06-07,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,http://ufcstats.com/fighter-details/c0ab242c40decc55
Izabela Badurek,6,3,65.0,115.0,,Orthodox,1991-07-11,3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
Miguel Baeza,10,3,74.0,170.0,74.0,Orthodox,1992-08-23,4.88,0.49,5.1,0.53,0.44,0.28,1.0,1.8,http://ufcstats.com/fighter-details/82d4c957649faf9b
Ali Bagautinov,15,6,64.0,125.0,65.0,Orthodox,1985-06-10,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Mehdi Baghdad,11,5,73.0,155.0,,Orthodox,1985-04-13,3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
Melsik Baghdasaryan,7,2,69.0,145.0,70.0,Southpaw,1992-01-28,5.63,0.61,3.28,0.55,0.0,0.0,0.76,0.0,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Siyar Bahadurzada,24,8,71.0,170.0,73.0,Orthodox,1984-04-17,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,http://ufcstats.com/fighter-details/aec185309b4843d0
Ignacio Bahamondes,13,4,75.0,155.0,75.0,Orthodox,1997-08-27,8.33,0.47,5.03,0.58,0.0,0.0,0.95,0.6,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Shamar Bailey,16,11,69.0,155.0,75.0,Southpaw,1982-09-22,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0,http://ufcstats.com/fighter-details/e2b8186b618b00c4
Jordan Bailey,6,3,69.0,145.0,,,,1.74,0.4,0.29,0.0,4.35,1.0,0.0,4.3,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
Scott Baker,1,1,72.0,210.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7d5b12de1625984e
Bryan Baker,18,5,75.0,185.0,,Orthodox,1985-10-13,1.78,0.52,2.83,0.45,0.44,0.5,0.37,0.9,http://ufcstats.com/fighter-details/898337ef520fe4d3
Jin Bala,23,3,69.0,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/371efa53bd0cf669
Balajin,23,4,69.0,145.0,72.0,Orthodox,1992-03-31,1.4,0.33,2.73,0.5,2.0,0.2,0.66,0.0,http://ufcstats.com/fighter-details/e626e92a8f2a9737
Oluwale Bamgbose,6,4,71.0,185.0,78.0,Switch,1987-08-04,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Stephen Banaszak,5,5,72.0,145.0,,,1990-12-07,4.2,0.47,1.15,0.66,0.0,0.0,1.0,1.9,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
Marcin Bandel,15,7,70.0,155.0,,Orthodox,1989-10-10,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Humberto Bandenay,14,7,71.0,145.0,71.0,Southpaw,1994-09-04,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Tae Hyun Bang,18,10,69.0,155.0,71.0,Switch,1983-04-15,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,http://ufcstats.com/fighter-details/9a2d3567abc02e34
Yohan Banks,2,1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
Antonio Banuelos,20,11,65.0,135.0,63.0,Orthodox,1979-09-23,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
Renan Barao,34,9,66.0,145.0,70.0,Orthodox,1987-01-31,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,http://ufcstats.com/fighter-details/2c99576fefe53c7c
Junior Barata,9,3,70.0,170.0,,Orthodox,1982-01-25,4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/06dced58ca24a6bd
Maycee Barber,11,2,65.0,125.0,65.0,Switch,1998-05-18,4.42,0.53,2.64,0.53,1.12,0.32,0.66,0.1,http://ufcstats.com/fighter-details/6a740daf1b279661
Bryan Barberena,18,9,72.0,170.0,72.0,Southpaw,1989-05-03,5.92,0.48,4.9,0.44,0.16,0.25,0.54,0.3,http://ufcstats.com/fighter-details/a331233f597090a5
Edson Barboza,22,11,71.0,145.0,75.0,Orthodox,1986-01-21,3.96,0.44,4.1,0.58,0.38,0.44,0.75,0.1,http://ufcstats.com/fighter-details/64a50dad704d1d49
Raoni Barcelos,17,4,67.0,135.0,67.0,Orthodox,1987-05-01,5.69,0.52,5.06,0.61,1.63,0.41,0.93,0.4,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Daniel Barez,12,5,66.0,125.0,66.0,Orthodox,1988-12-10,3.47,0.5,5.13,0.53,5.0,0.31,1.0,2.0,http://ufcstats.com/fighter-details/e8fe9c15d348e778
Luke Barnatt,13,4,78.0,185.0,77.0,Orthodox,1988-04-13,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,http://ufcstats.com/fighter-details/172c2135e70f87b7
James Barnes,14,5,68.0,135.0,71.0,Orthodox,1982-05-28,0.57,0.34,3.02,0.39,1.08,0.16,0.4,0.0,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
Nick Barnes,11,2,71.0,170.0,,,,2.86,0.29,8.93,0.51,5.36,1.0,1.0,5.4,http://ufcstats.com/fighter-details/78a5eea49638685d
Shonte Barnes,6,2,71.0,185.0,76.0,Southpaw,1987-02-09,2.32,0.38,1.55,0.67,0.0,0.0,0.6,0.0,http://ufcstats.com/fighter-details/e575b6ff678c1aca
Josh Barnett,35,8,75.0,250.0,78.0,Orthodox,1977-11-10,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,http://ufcstats.com/fighter-details/ad3f53c454cbbead
Chris Barnett,23,8,69.0,265.0,75.0,Orthodox,1986-06-14,4.41,0.48,5.87,0.4,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Chris Barnhizer,2,3,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/91e69a1c3c87325b
David Baron,17,4,66.0,155.0,,Switch,1973-02-15,1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7,http://ufcstats.com/fighter-details/80c0bed43da0e27b
Phil Baroni,15,18,69.0,170.0,72.0,Orthodox,1976-04-16,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,http://ufcstats.com/fighter-details/1652f3213655b935
Dan Barrera,3,1,69.0,170.0,,Orthodox,1980-12-23,0.8,0.7,1.2,0.28,1.0,0.08,0.0,0.0,http://ufcstats.com/fighter-details/f12f979b657ab876
Carlos Barreto,14,9,76.0,230.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a220be6d41d6f97d
Jose Barreto,0,1,,185.0,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c32eab6c2119e989
Peter Barrett,11,5,70.0,145.0,73.0,Southpaw,1986-08-10,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0,http://ufcstats.com/fighter-details/d21113c9ff3788ae
Marc-Andre Barriault,15,6,73.0,185.0,74.0,Orthodox,1990-02-18,5.9,0.47,5.18,0.54,0.28,0.25,0.62,0.1,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
David Barrios,4,8,66.0,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e6015889f50075d2
Alexandre Barros,22,11,69.0,170.0,,Southpaw,1976-11-19,0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0,http://ufcstats.com/fighter-details/8fd1f27e86661ede
Ricardo Barros,2,2,73.0,205.0,,,1976-03-22,0.0,0.0,8.22,0.31,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/d26394fc0e8e880a
Francimar Barroso,19,7,73.0,205.0,75.0,Orthodox,1980-02-28,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,http://ufcstats.com/fighter-details/b69f24c500d783e7
Pat Barry,8,7,71.0,235.0,74.0,Orthodox,1979-07-07,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,http://ufcstats.com/fighter-details/658c3465581ae46b
Dean Barry,4,2,70.0,170.0,72.0,Orthodox,1992-07-03,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
Enrique Barzola,17,5,67.0,145.0,70.0,Orthodox,1989-04-28,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,http://ufcstats.com/fighter-details/be0b310a12eb80b4
Javid Basharat,14,0,69.0,135.0,69.0,Orthodox,1995-09-07,5.64,0.6,2.3,0.66,2.03,0.57,0.85,0.2,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Farid Basharat,10,0,68.0,135.0,71.0,Orthodox,1997-08-02,5.8,0.63,2.43,0.6,3.0,0.6,0.83,0.0,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
Stephen Bass,11,2,69.0,145.0,,Orthodox,1982-11-14,4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1cecc8fe6748a532
Sean Bassett,0,4,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2c733e059462c1dc
Ryan Bastianelli,6,7,65.0,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/29508aff4d93cbbe
Shayna Baszler,15,11,67.0,135.0,,Orthodox,1980-08-08,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
Michel Batista,4,1,75.0,260.0,,Orthodox,1984-04-20,0.0,0.0,4.03,0.4,6.72,0.5,0.0,0.0,http://ufcstats.com/fighter-details/34218661c44ed55d
Bryan Battle,9,2,73.0,170.0,77.0,Orthodox,1994-09-21,4.42,0.54,3.87,0.4,0.79,0.2,0.38,0.4,http://ufcstats.com/fighter-details/f626118b6da0e020
Alan Baudot,8,4,75.0,243.0,79.0,Orthodox,1988-02-01,5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0,http://ufcstats.com/fighter-details/c9a94278df042f46
Mario Bautista,12,2,69.0,135.0,69.0,Switch,1993-07-01,5.33,0.5,3.73,0.54,2.91,0.68,0.62,1.3,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Chris Beal,10,5,67.0,125.0,69.0,Orthodox,1985-08-06,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,http://ufcstats.com/fighter-details/55f446032177b119
Donovan Beard,7,2,74.0,185.0,78.0,Orthodox,1989-11-05,0.0,0.0,5.77,0.28,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3a6ac598320ca7f2
Rudy Bears,16,15,71.0,170.0,,Southpaw,,1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/74f13066b1417ef3
Salvador Becerra,5,2,69.0,155.0,,,,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/4fd76e7ba8313457
Ariel Beck,4,5,66.0,125.0,66.0,Southpaw,1990-09-16,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b96939f2b8d88e82
Jeff Bedard,13,3,66.0,145.0,,Orthodox,1970-02-06,0.8,0.51,0.0,1.0,3.43,0.66,1.0,2.6,http://ufcstats.com/fighter-details/93bf96be327fcd98
Eric Bedard,6,7,74.0,239.0,,,1984-09-11,6.37,0.35,8.54,0.52,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ce05955c26c3c090
Johnny Bedford,21,13,70.0,135.0,71.0,Orthodox,1983-01-06,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
Rolando Bedoya,13,1,,170.0,,,1997-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/40a456a25d52ee65
Chase Beebe,24,13,67.0,135.0,67.0,Orthodox,1985-03-29,2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9,http://ufcstats.com/fighter-details/b16a7e6a627e9789
Lyle Beerbohm,24,3,70.0,155.0,,Southpaw,1979-02-05,1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3,http://ufcstats.com/fighter-details/babc6b5745335f18
Allan Begosso,7,2,65.0,135.0,66.0,Orthodox,1995-11-23,1.8,0.4,7.73,0.34,0.0,0.0,0.25,2.0,http://ufcstats.com/fighter-details/d6ed764f8b78d32a
Mirsad Bektic,13,4,68.0,145.0,70.0,Orthodox,1991-02-16,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Diana Belbita,14,7,67.0,115.0,68.0,Orthodox,1996-06-26,6.43,0.42,6.18,0.5,0.63,0.5,0.68,0.0,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Alan Belcher,18,8,74.0,185.0,75.0,Orthodox,1984-04-24,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,http://ufcstats.com/fighter-details/4130a743d9d22163
Vitor Belfort,26,14,72.0,185.0,74.0,Southpaw,1977-04-01,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Rodolfo Bellato,8,2,75.0,205.0,75.0,Orthodox,1996-02-05,2.09,0.42,4.88,0.5,1.74,0.33,0.0,1.7,http://ufcstats.com/fighter-details/69898645d600abdb
Danilo Belluardo,12,5,72.0,155.0,74.0,Southpaw,1994-07-21,1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
Joey Beltran,17,14,73.0,185.0,75.0,Orthodox,1981-12-08,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,http://ufcstats.com/fighter-details/46baf0f57edfa4df
Marco Beltran,8,6,68.0,125.0,69.0,Orthodox,1986-05-18,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,http://ufcstats.com/fighter-details/ec71a892fada28c7
Joseph Benavidez,28,8,64.0,125.0,65.0,Southpaw,1984-07-31,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,http://ufcstats.com/fighter-details/80eacd4da0617c57
Mike Bencic,1,2,72.0,215.0,,Orthodox,,0.0,0.0,3.32,0.53,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a71feb7ea7592a71
Dave Beneteau,6,5,74.0,250.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
Karla Benitez,14,11,63.0,113.0,,,,0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/6104730621ff318d
Gabriel Benitez,23,11,68.0,155.0,71.0,Southpaw,1988-06-15,4.79,0.41,4.05,0.65,0.27,0.5,0.58,1.1,http://ufcstats.com/fighter-details/436f970c9ea9169c
Charles Bennett,30,33,68.0,155.0,,Orthodox,1979-11-23,1.39,0.39,1.35,0.64,2.02,1.0,0.36,2.0,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
Josh Bennett,11,14,76.0,259.0,,Orthodox,,2.9,0.4,5.8,0.43,1.5,1.0,1.0,0.0,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
DeAnna Bennett,8,3,64.0,125.0,68.0,Orthodox,1984-11-18,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,http://ufcstats.com/fighter-details/404ecb2700844072
Lance Benoist,7,2,71.0,170.0,72.0,Southpaw,1988-08-26,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,http://ufcstats.com/fighter-details/5431dccc09118234
Joe Benoit,11,4,69.0,170.0,,Orthodox,1982-03-12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a30f6d375dea5f9b
Ryan Benoit,10,8,65.0,125.0,68.0,Orthodox,1989-08-25,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,http://ufcstats.com/fighter-details/20999e27ddd94bda
Pat Benson,3,5,69.0,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a25f3dc0df974597
